"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"26/06/2019","9,620","9,620","9,620","9,620","","-2,29%"
"25/06/2019","9,845","9,875","9,875","9,875","0,01K","-3,48%"
"24/06/2019","10,200","10,200","10,200","10,200","0,01K","-1,50%"
"21/06/2019","10,355","9,800","10,295","9,775","0,07K","2,02%"
"20/06/2019","10,150","10,150","10,150","10,150","","-3,20%"
"19/06/2019","10,485","10,485","10,485","10,485","","-4,98%"
"18/06/2019","11,035","11,400","11,400","11,275","0,05K","-4,62%"
"17/06/2019","11,570","11,355","11,355","11,280","0,03K","2,21%"
"14/06/2019","11,320","11,350","11,350","11,350","0,02K","-0,66%"
"13/06/2019","11,395","11,520","11,630","11,350","0,04K","2,29%"
"12/06/2019","11,140","11,205","11,205","11,205","0,01K","-0,54%"
"11/06/2019","11,200","11,480","11,480","11,480","0,02K","-5,12%"
"10/06/2019","11,805","11,650","11,650","11,650","0,05K","2,47%"
"07/06/2019","11,520","11,245","11,475","11,245","0,05K","3,74%"
"06/06/2019","11,105","11,320","11,320","11,320","0,06K","-4,27%"
"05/06/2019","11,600","11,600","11,600","11,600","0,01K","-2,60%"
"04/06/2019","11,910","11,910","11,910","11,910","","7,30%"
"03/06/2019","11,100","11,100","11,100","11,100","","-0,94%"
"31/05/2019","11,205","11,205","11,205","11,205","0,01K","-2,35%"
"30/05/2019","11,475","11,475","11,475","11,475","","-6,13%"
"29/05/2019","12,225","12,225","12,225","12,225","","-2,36%"
"28/05/2019","12,520","12,520","12,520","12,520","","2,20%"
"24/05/2019","12,250","12,435","12,435","12,415","0,02K","-2,74%"
"23/05/2019","12,595","12,595","12,595","12,595","","-0,43%"
"22/05/2019","12,650","12,885","12,885","12,885","0,01K","-0,43%"
"21/05/2019","12,705","12,600","12,600","12,600","0,01K","-1,55%"
"20/05/2019","12,905","12,905","12,905","12,905","","0,39%"
"17/05/2019","12,855","12,935","12,935","12,935","0,00K","-3,96%"
"16/05/2019","13,385","13,385","13,385","13,385","","-3,39%"
"15/05/2019","13,855","13,855","13,855","13,855","","0,51%"
"14/05/2019","13,785","13,785","13,785","13,785","","0,18%"
"13/05/2019","13,760","13,760","13,760","13,760","","-1,68%"
"10/05/2019","13,995","13,995","13,995","13,995","","-3,18%"
"09/05/2019","14,455","14,455","14,455","14,455","","0,94%"
"08/05/2019","14,320","14,175","14,350","14,150","0,02K","1,17%"
"07/05/2019","14,155","14,325","14,325","14,125","0,04K","-1,26%"
"06/05/2019","14,335","14,335","14,335","14,335","","-1,58%"
"03/05/2019","14,565","14,565","14,565","14,565","","1,39%"
"02/05/2019","14,365","14,365","14,365","14,365","","2,21%"
"01/05/2019","14,055","14,100","14,100","14,050","0,03K","-2,33%"
"30/04/2019","14,390","14,425","14,425","14,425","0,01K","-0,93%"
"29/04/2019","14,525","14,525","14,525","14,525","","0,69%"
"26/04/2019","14,425","14,725","14,775","14,675","0,11K","-0,76%"
"25/04/2019","14,535","14,535","14,535","14,535","","1,89%"
"24/04/2019","14,265","14,425","14,425","14,425","0,01K","-1,07%"
"23/04/2019","14,420","14,105","14,500","14,105","0,04K","-0,28%"
"22/04/2019","14,460","14,460","14,460","14,460","","0,00%"
"18/04/2019","14,460","15,000","15,000","15,000","0,01K","-4,84%"
"17/04/2019","15,195","15,195","15,195","15,195","","2,43%"
"16/04/2019","14,835","14,850","14,850","14,850","0,01K","-1,17%"
"15/04/2019","15,010","15,640","15,640","15,285","0,03K","-5,33%"
"12/04/2019","15,855","15,895","15,900","15,800","0,03K","-0,88%"
"11/04/2019","15,995","15,550","15,900","15,550","0,04K","1,68%"
"10/04/2019","15,730","15,730","15,730","15,730","0,01K","-6,12%"
"09/04/2019","16,755","16,755","16,755","16,755","","4,95%"
"08/04/2019","15,965","16,575","16,950","16,200","0,04K","-4,03%"
"05/04/2019","16,635","16,635","16,635","16,635","0,01K","12,36%"
"04/04/2019","14,805","14,600","14,600","14,600","0,02K","4,33%"
"03/04/2019","14,190","13,700","13,700","13,700","0,02K","5,46%"
"02/04/2019","13,455","13,455","13,455","13,455","0,01K","-2,82%"
"01/04/2019","13,845","13,845","13,845","13,845","","-2,60%"
"29/03/2019","14,215","14,225","14,225","14,225","0,01K","-1,49%"
"28/03/2019","14,430","14,800","14,875","14,800","0,71K","-3,77%"
"27/03/2019","14,995","14,500","14,675","14,500","0,09K","4,24%"
"26/03/2019","14,385","14,200","14,415","14,200","0,13K","1,41%"
"25/03/2019","14,185","14,185","14,185","14,175","0,02K","-1,87%"
"22/03/2019","14,455","14,425","14,455","14,355","0,04K","-0,76%"
"21/03/2019","14,565","14,920","14,920","14,550","0,09K","-4,27%"
"20/03/2019","15,215","15,075","15,075","15,075","0,02K","1,40%"
"19/03/2019","15,005","15,200","15,250","14,975","0,13K","0,17%"
"18/03/2019","14,980","14,900","15,175","14,900","0,97K","-1,77%"
"15/03/2019","15,250","15,485","15,485","15,275","0,08K","-2,27%"
"14/03/2019","15,605","15,825","15,825","15,600","0,19K","-0,76%"
"13/03/2019","15,725","15,725","15,725","15,725","0,01K","-2,99%"
"12/03/2019","16,210","16,425","16,525","16,050","0,78K","-2,50%"
"11/03/2019","16,625","16,700","16,700","16,590","0,07K","-0,63%"
"08/03/2019","16,730","16,850","16,850","16,720","0,39K","-0,83%"
"07/03/2019","16,870","16,950","16,950","16,750","0,15K","0,12%"
"06/03/2019","16,850","17,025","17,050","17,000","0,11K","-1,92%"
"05/03/2019","17,180","17,475","17,475","17,175","0,36K","-1,26%"
"04/03/2019","17,400","17,375","17,500","17,375","0,07K","0,46%"
"01/03/2019","17,320","17,320","17,320","17,320","","-2,78%"
"28/02/2019","17,815","17,815","17,815","17,815","0,04K","1,14%"
"27/02/2019","17,615","17,325","17,635","17,325","0,05K","3,34%"
"26/02/2019","17,045","17,045","17,045","17,045","","0,59%"
"25/02/2019","16,945","17,000","17,000","17,000","0,01K","-1,65%"
"22/02/2019","17,230","17,230","17,230","17,230","","-1,66%"
"21/02/2019","17,520","17,520","17,520","17,520","","-3,44%"
"20/02/2019","18,145","18,145","18,145","18,145","","2,49%"
"19/02/2019","17,705","17,750","17,830","17,750","0,01K","-2,18%"
"15/02/2019","18,100","18,100","18,100","18,100","","1,94%"
"14/02/2019","17,755","18,165","18,165","17,810","0,03K","-1,47%"
"13/02/2019","18,020","17,800","17,875","17,800","0,10K","1,32%"
"12/02/2019","17,785","18,000","18,000","17,875","0,07K","-1,50%"
"11/02/2019","18,055","17,825","18,125","17,750","0,42K","-1,15%"
"08/02/2019","18,265","18,515","18,515","18,265","0,01K","-3,41%"
"07/02/2019","18,910","19,185","19,185","18,860","0,06K","-0,03%"
"06/02/2019","18,915","19,075","19,150","18,950","0,12K","-1,18%"
"05/02/2019","19,140","19,140","19,140","19,140","","-1,11%"
"04/02/2019","19,355","19,355","19,355","19,355","","0,28%"
"01/02/2019","19,300","19,300","19,300","19,300","","-2,77%"
"31/01/2019","19,850","19,665","19,665","19,665","0,01K","-1,64%"
"30/01/2019","20,180","20,180","20,180","20,180","","-1,97%"
"29/01/2019","20,585","20,600","20,600","20,600","0,02K","0,17%"
"28/01/2019","20,550","20,520","20,520","20,500","0,01K","-1,63%"
"25/01/2019","20,890","20,735","20,895","20,690","0,03K","-1,83%"
"24/01/2019","21,280","21,720","21,815","21,360","0,08K","-4,10%"
"23/01/2019","22,190","22,225","22,300","22,130","0,05K","1,72%"
"22/01/2019","21,815","21,805","21,885","21,605","0,13K","-3,49%"
"18/01/2019","22,605","22,840","23,015","22,525","0,09K","-1,70%"
"17/01/2019","22,995","22,640","23,135","22,640","0,03K","4,50%"
"16/01/2019","22,005","22,300","22,300","22,095","0,02K","0,02%"
"15/01/2019","22,000","22,035","22,035","21,945","0,02K","1,50%"
"14/01/2019","21,675","21,910","21,910","21,685","0,05K","-2,61%"
"11/01/2019","22,255","22,390","22,390","22,085","0,08K","2,68%"
"10/01/2019","21,675","21,705","21,705","21,705","0,01K","-0,21%"
"09/01/2019","21,720","22,515","22,515","21,745","0,02K","-1,67%"
"08/01/2019","22,090","22,165","22,165","22,165","0,01K","2,60%"
"07/01/2019","21,530","21,910","21,910","21,470","0,04K","-6,11%"
"04/01/2019","22,930","22,845","22,955","22,810","0,04K","3,03%"
"03/01/2019","22,255","22,215","22,215","22,115","0,01K","-0,98%"
"02/01/2019","22,475","22,280","22,550","22,145","0,02K","2,25%"
"31/12/2018","21,980","22,260","22,260","22,180","0,01K","-3,64%"
"28/12/2018","22,810","22,810","22,810","22,810","","-2,19%"
"27/12/2018","23,320","23,320","23,320","23,320","0,03K","-3,82%"
"26/12/2018","24,245","24,245","24,245","24,245","","0,00%"
"24/12/2018","24,245","24,735","24,760","24,275","0,06K","-2,63%"
"21/12/2018","24,900","24,650","24,745","24,650","0,06K","1,20%"
"20/12/2018","24,605","24,605","24,605","24,605","0,05K","1,63%"
"19/12/2018","24,210","24,210","24,210","24,210","0,03K","2,02%"
"18/12/2018","23,730","24,035","24,035","23,725","0,07K","-3,85%"
"17/12/2018","24,680","24,650","24,650","24,650","0,03K","0,14%"
"14/12/2018","24,645","24,665","24,790","24,660","0,03K","1,73%"
"13/12/2018","24,225","24,375","24,375","24,375","0,02K","1,28%"
"12/12/2018","23,920","24,050","24,190","24,050","0,03K","1,27%"
"11/12/2018","23,620","23,545","23,630","23,545","0,05K","1,59%"
"10/12/2018","23,250","23,265","23,300","23,265","0,03K","0,45%"
"07/12/2018","23,145","22,840","23,175","22,840","0,06K","-0,09%"
"06/12/2018","23,165","23,305","23,395","23,135","0,05K","-2,75%"
"05/12/2018","23,820","24,110","24,110","24,110","0,09K","-2,44%"
"04/12/2018","24,415","24,395","24,395","24,375","0,04K","-2,67%"
"03/12/2018","25,085","25,085","25,085","25,085","0,04K","1,60%"
"30/11/2018","24,690","24,690","24,690","24,690","0,01K","0,22%"
"29/11/2018","24,635","24,635","24,635","24,635","","1,38%"
"28/11/2018","24,300","24,400","24,400","24,400","0,02K","-3,42%"
"27/11/2018","25,160","24,795","24,995","24,790","0,03K","2,51%"
"26/11/2018","24,545","24,270","24,550","24,115","0,04K","-1,11%"
"23/11/2018","24,820","24,035","25,170","24,035","0,06K","1,31%"
"21/11/2018","24,500","24,195","24,420","24,195","0,02K","0,62%"
"20/11/2018","24,350","24,430","24,500","24,265","0,06K","0,83%"
"19/11/2018","24,150","24,310","24,390","24,310","0,01K","-6,95%"
"16/11/2018","25,955","26,725","26,725","25,650","0,06K","-2,70%"
"15/11/2018","26,675","26,150","26,720","26,150","0,06K","1,50%"
"14/11/2018","26,280","26,260","26,475","26,260","0,03K","-0,90%"
"13/11/2018","26,520","26,235","26,580","26,235","0,09K","2,18%"
"12/11/2018","25,955","25,625","25,905","25,625","0,05K","6,70%"
"09/11/2018","24,325","24,760","24,760","24,545","0,02K","-0,43%"
"08/11/2018","24,430","24,630","24,630","24,630","0,01K","0,04%"
"07/11/2018","24,420","24,330","24,445","24,330","0,02K","2,20%"
"06/11/2018","23,895","23,625","23,770","23,625","0,02K","0,36%"
"05/11/2018","23,810","23,810","23,810","23,810","","-1,96%"
"02/11/2018","24,285","23,905","23,970","23,905","0,01K","2,68%"
"01/11/2018","23,650","23,975","23,975","23,975","0,01K","-2,81%"
"31/10/2018","24,335","24,335","24,335","24,335","","1,93%"
"30/10/2018","23,875","23,875","23,875","23,875","","-2,87%"
"29/10/2018","24,580","24,580","24,580","24,580","","1,24%"
"26/10/2018","24,280","24,280","24,280","24,280","","-2,35%"
"25/10/2018","24,865","24,865","24,865","24,865","","-1,56%"
"24/10/2018","25,260","25,260","25,260","25,260","","-1,58%"
"23/10/2018","25,665","25,665","25,665","25,665","","-1,72%"
"22/10/2018","26,115","26,115","26,115","26,115","","-2,77%"
"19/10/2018","26,860","26,860","26,860","26,860","","3,21%"
"18/10/2018","26,025","26,025","26,025","26,025","","0,33%"
"17/10/2018","25,940","25,625","25,625","25,625","0,00K","-1,48%"
"16/10/2018","26,330","26,330","26,330","26,330","0,01K","-1,11%"
"15/10/2018","26,625","27,050","27,050","27,050","0,01K","-0,02%"
"12/10/2018","26,630","26,630","26,630","26,630","","3,38%"
"11/10/2018","25,760","25,925","25,925","25,925","0,01K","-1,75%"
"10/10/2018","26,220","26,625","26,625","26,625","0,02K","-2,29%"
"09/10/2018","26,835","26,835","26,835","26,835","","-1,41%"
"08/10/2018","27,220","27,220","27,220","27,220","","-2,44%"
"05/10/2018","27,900","27,900","27,900","27,900","","1,57%"
"04/10/2018","27,470","27,470","27,470","27,470","","1,31%"
"03/10/2018","27,115","27,115","27,115","27,115","","-0,51%"
"02/10/2018","27,255","27,860","27,860","27,425","0,01K","-0,69%"
"01/10/2018","27,445","26,735","27,355","26,585","0,07K","0,42%"
"28/09/2018","27,330","27,900","27,900","27,445","0,07K","-0,89%"
"27/09/2018","27,575","27,575","27,575","27,575","","-2,42%"
"26/09/2018","28,260","28,260","28,260","28,260","","-3,32%"
"25/09/2018","29,230","29,355","29,535","28,815","0,06K","-0,05%"
"24/09/2018","29,245","29,490","29,560","29,300","0,08K","1,81%"
"21/09/2018","28,725","28,105","28,790","28,055","0,09K","0,47%"
"20/09/2018","28,590","28,830","29,070","28,595","0,10K","0,95%"
"19/09/2018","28,320","27,735","28,380","27,735","0,03K","3,32%"
"18/09/2018","27,410","27,585","27,585","27,275","0,07K","-2,37%"
"17/09/2018","28,075","28,195","28,195","27,815","0,09K","4,25%"
"14/09/2018","26,930","27,025","27,110","26,785","0,09K","0,45%"
"13/09/2018","26,810","27,335","27,375","26,655","0,09K","-2,49%"
"12/09/2018","27,495","27,640","28,145","27,460","0,07K","-4,46%"
"11/09/2018","28,780","28,270","28,650","28,250","0,02K","-1,18%"
"10/09/2018","29,125","28,590","28,775","28,540","0,03K","4,06%"
"07/09/2018","27,990","28,025","28,025","28,025","0,01K","1,95%"
"06/09/2018","27,455","27,420","27,420","27,410","0,01K","1,61%"
"05/09/2018","27,020","27,020","27,020","27,020","","1,16%"
"04/09/2018","26,710","26,965","26,965","26,665","0,05K","3,39%"
"31/08/2018","25,835","26,025","26,025","26,025","0,01K","-1,13%"
"30/08/2018","26,130","26,130","26,130","26,130","","1,01%"
"29/08/2018","25,870","25,870","25,870","25,870","","2,01%"
"28/08/2018","25,360","25,500","25,500","25,500","0,01K","-0,20%"
"27/08/2018","25,410","25,410","25,410","25,410","","1,74%"
"24/08/2018","24,975","24,875","24,895","24,875","0,01K","0,87%"
"23/08/2018","24,760","24,825","24,825","24,710","0,01K","1,27%"
"22/08/2018","24,450","24,725","24,725","24,410","0,02K","0,18%"
"21/08/2018","24,405","24,405","24,405","24,405","","0,93%"
"20/08/2018","24,180","23,915","24,180","23,820","0,02K","0,10%"
"17/08/2018","24,155","24,160","24,185","24,160","0,01K","1,34%"
"16/08/2018","23,835","23,880","23,880","23,850","0,05K","1,34%"
"15/08/2018","23,520","23,525","23,525","23,470","0,02K","-0,86%"
"14/08/2018","23,725","23,780","23,780","23,780","0,01K","0,96%"
"13/08/2018","23,500","23,500","23,500","23,500","","2,71%"
"10/08/2018","22,880","22,625","22,625","22,595","0,02K","0,73%"
"09/08/2018","22,715","22,775","22,800","22,775","0,01K","0,51%"
"08/08/2018","22,600","22,675","22,675","22,650","0,02K","-0,04%"
"07/08/2018","22,610","22,800","22,800","22,775","0,01K","0,49%"
"06/08/2018","22,500","22,500","22,500","22,500","","1,08%"
"03/08/2018","22,260","22,260","22,260","22,260","","1,48%"
"02/08/2018","21,935","22,000","22,000","22,000","0,01K","0,02%"
"01/08/2018","21,930","21,930","21,930","21,930","","-0,84%"
"31/07/2018","22,115","22,115","22,115","22,115","0,01K","0,25%"
"30/07/2018","22,060","22,060","22,060","22,060","","0,78%"
"27/07/2018","21,890","21,890","21,890","21,890","","-1,02%"
"26/07/2018","22,115","22,115","22,115","22,115","","-0,25%"
"25/07/2018","22,170","22,170","22,170","22,170","","0,34%"
"24/07/2018","22,095","22,095","22,095","22,095","","0,30%"
"23/07/2018","22,030","22,030","22,030","22,030","","0,71%"
"20/07/2018","21,875","21,875","21,875","21,875","","-1,26%"
"19/07/2018","22,155","22,300","22,300","22,300","0,01K","0,07%"
"18/07/2018","22,140","22,140","22,140","22,140","","1,33%"
"17/07/2018","21,850","21,850","21,850","21,850","","-0,77%"
"16/07/2018","22,020","22,020","22,020","22,020","","-1,10%"
"13/07/2018","22,265","22,265","22,265","22,265","","1,34%"
"12/07/2018","21,970","21,970","21,970","21,970","","-2,70%"
"11/07/2018","22,580","22,580","22,580","22,580","","-0,66%"
"10/07/2018","22,730","22,730","22,730","22,730","","0,00%"
"09/07/2018","22,730","22,730","22,730","22,730","","1,68%"
"06/07/2018","22,355","22,355","22,355","22,355","","-0,49%"
"05/07/2018","22,465","22,465","22,465","22,465","","0,92%"
"03/07/2018","22,260","22,260","22,260","22,260","","0,09%"
"02/07/2018","22,240","22,240","22,240","22,240","","1,67%"
"29/06/2018","21,875","21,875","21,875","21,875","","-0,39%"
"28/06/2018","21,960","21,960","21,960","21,960","","-0,34%"
"27/06/2018","22,035","22,035","22,035","22,035","","2,51%"
"26/06/2018","21,495","21,495","21,495","21,495","0,02K","-0,23%"
"25/06/2018","21,545","21,630","21,630","21,630","0,01K","-0,51%"
"22/06/2018","21,655","21,655","21,655","21,655","0,01K","0,51%"
"21/06/2018","21,545","21,545","21,545","21,545","","0,21%"
"20/06/2018","21,500","21,500","21,500","21,500","0,00K","-0,90%"
"19/06/2018","21,695","21,695","21,695","21,695","0,00K","-2,01%"
"18/06/2018","22,140","22,140","22,140","22,140","","1,79%"
"15/06/2018","21,750","21,750","21,750","21,750","","-2,71%"
"14/06/2018","22,355","22,355","22,355","22,355","","-0,11%"
"13/06/2018","22,380","22,380","22,380","22,380","","2,73%"
"12/06/2018","21,785","21,785","21,785","21,785","","2,04%"
"11/06/2018","21,350","21,350","21,350","21,350","","-0,88%"
"08/06/2018","21,540","21,540","21,540","21,540","","-0,58%"
"07/06/2018","21,665","21,665","21,665","21,665","","1,62%"
"06/06/2018","21,320","21,320","21,320","21,320","","-0,51%"
"05/06/2018","21,430","21,430","21,430","21,430","","-2,17%"
"04/06/2018","21,905","21,905","21,905","21,905","","0,60%"
"01/06/2018","21,775","21,775","21,775","21,775","","-3,57%"
"31/05/2018","22,580","22,580","22,580","22,580","","-1,76%"
"30/05/2018","22,985","22,985","22,985","22,985","","1,46%"
"29/05/2018","22,655","22,655","22,655","22,655","","3,90%"
"25/05/2018","21,805","22,260","22,260","22,130","0,02K","-3,92%"
"24/05/2018","22,695","22,695","22,695","22,695","","-0,09%"
"23/05/2018","22,715","22,715","22,715","22,715","","-0,83%"
"22/05/2018","22,905","22,905","22,905","22,905","","2,37%"
"21/05/2018","22,375","22,375","22,375","22,375","","1,45%"
"18/05/2018","22,055","22,055","22,055","22,055","","-1,10%"
"17/05/2018","22,300","22,300","22,300","22,300","","2,91%"
"16/05/2018","21,670","21,395","21,395","21,395","0,01K","0,60%"
"15/05/2018","21,540","21,540","21,540","21,540","0,03K","-0,39%"
"14/05/2018","21,625","21,625","21,625","21,625","","1,69%"
"11/05/2018","21,265","21,265","21,265","21,265","0,01K","1,24%"
"10/05/2018","21,005","21,005","21,005","21,005","","0,77%"
"09/05/2018","20,845","21,135","21,135","20,840","0,02K","1,19%"
"08/05/2018","20,600","20,600","20,600","20,600","","0,88%"
"07/05/2018","20,420","20,420","20,420","20,420","","0,00%"
"04/05/2018","20,420","20,420","20,420","20,420","","2,36%"
"03/05/2018","19,950","19,950","19,950","19,950","","0,43%"
"02/05/2018","19,865","19,865","19,865","19,865","","-1,14%"
"01/05/2018","20,095","20,095","20,095","20,095","","-2,26%"
"30/04/2018","20,560","20,560","20,560","20,560","","1,46%"
"27/04/2018","20,265","20,265","20,265","20,265","","0,57%"
"26/04/2018","20,150","20,150","20,150","20,150","","1,36%"
"25/04/2018","19,880","19,550","19,560","19,550","0,02K","1,04%"
"24/04/2018","19,675","19,635","19,635","19,625","0,02K","-1,08%"
"23/04/2018","19,890","19,890","19,890","19,890","","0,45%"
"20/04/2018","19,800","19,835","19,835","19,835","0,01K","-0,30%"
"19/04/2018","19,860","19,520","19,520","19,520","0,02K","2,85%"
"18/04/2018","19,310","19,310","19,310","19,310","","1,55%"
"17/04/2018","19,015","19,015","19,015","19,015","","-1,73%"
"16/04/2018","19,350","19,350","19,350","19,350","","-1,12%"
"13/04/2018","19,570","19,570","19,570","19,570","","1,85%"
"12/04/2018","19,215","19,215","19,215","19,215","","-0,21%"
"11/04/2018","19,255","19,255","19,255","19,255","","2,20%"
"10/04/2018","18,840","18,840","18,840","18,840","","1,05%"
"09/04/2018","18,645","18,645","18,645","18,645","","2,56%"
"06/04/2018","18,180","18,180","18,180","18,180","","0,28%"
"05/04/2018","18,130","18,130","18,130","18,130","","-0,30%"
"04/04/2018","18,185","18,185","18,185","18,185","","0,80%"
"03/04/2018","18,040","18,040","18,040","18,040","","-1,02%"
"02/04/2018","18,225","18,225","18,225","18,225","","0,00%"
"29/03/2018","18,225","18,225","18,225","18,225","","-0,79%"
"28/03/2018","18,370","18,370","18,370","18,370","","-0,68%"
"27/03/2018","18,495","18,495","18,495","18,495","","2,81%"
"26/03/2018","17,990","17,990","17,990","17,990","","-2,47%"
"23/03/2018","18,445","18,445","18,445","18,445","","-2,97%"
"22/03/2018","19,010","19,010","19,010","19,010","","-1,96%"
"21/03/2018","19,390","19,390","19,390","19,390","0,01K","1,12%"
"20/03/2018","19,175","19,175","19,175","19,175","","2,54%"
"19/03/2018","18,700","18,700","18,700","18,700","","0,24%"
"16/03/2018","18,655","18,655","18,655","18,655","0,03K","-0,77%"
"15/03/2018","18,800","18,800","18,800","18,800","0,01K","0,99%"
"14/03/2018","18,615","18,615","18,615","18,615","","-4,37%"
"13/03/2018","19,465","19,465","19,465","19,465","","-1,24%"
"12/03/2018","19,710","19,710","19,710","19,710","0,05K","4,07%"
"09/03/2018","18,940","18,940","18,940","18,940","0,04K","3,41%"
"08/03/2018","18,315","18,315","18,315","18,315","","2,72%"
"07/03/2018","17,830","17,830","17,830","17,830","","0,73%"
"06/03/2018","17,700","17,700","17,700","17,700","","1,06%"
"05/03/2018","17,515","17,515","17,515","17,515","","-1,63%"
"02/03/2018","17,805","17,805","17,805","17,805","","1,40%"
"01/03/2018","17,560","17,560","17,560","17,560","0,05K","1,21%"
"28/02/2018","17,350","17,350","17,350","17,350","","-9,61%"
"27/02/2018","19,195","19,195","19,195","19,195","","2,70%"
"26/02/2018","18,690","18,690","18,690","18,690","","-8,43%"
"23/02/2018","20,410","20,410","20,410","20,410","","2,36%"
"22/02/2018","19,940","19,940","19,940","19,940","","0,81%"
"21/02/2018","19,780","19,780","19,780","19,780","","0,05%"
"20/02/2018","19,770","19,770","19,770","19,770","","8,84%"
"16/02/2018","18,165","18,165","18,165","18,165","","2,11%"
"15/02/2018","17,790","17,790","17,790","17,790","","-1,58%"
"14/02/2018","18,075","18,075","18,075","18,075","","-1,26%"
"13/02/2018","18,305","18,305","18,305","18,305","","1,98%"
"12/02/2018","17,950","17,950","17,950","17,950","","0,28%"
"09/02/2018","17,900","17,900","17,900","17,900","","0,90%"
"08/02/2018","17,740","17,740","17,740","17,740","","-2,29%"
"07/02/2018","18,155","18,155","18,155","18,155","","1,54%"
"06/02/2018","17,880","17,880","17,880","17,880","","1,65%"
"05/02/2018","17,590","17,590","17,590","17,590","","-3,14%"
"02/02/2018","18,160","18,160","18,160","18,160","","0,06%"
"01/02/2018","18,150","18,150","18,150","18,150","","1,51%"
"31/01/2018","17,880","17,880","17,880","17,880","","2,70%"
"30/01/2018","17,410","17,410","17,410","17,410","","0,09%"
"29/01/2018","17,395","17,395","17,395","17,395","","-2,17%"
"26/01/2018","17,780","17,780","17,780","17,780","","0,00%"
"25/01/2018","17,780","17,780","17,780","17,780","","-0,06%"
"24/01/2018","17,790","17,790","17,790","17,790","","-2,25%"
"23/01/2018","18,200","18,200","18,200","18,200","","-1,86%"
"22/01/2018","18,545","18,545","18,545","18,545","","1,95%"
"19/01/2018","18,190","18,190","18,190","18,190","","-0,87%"
"18/01/2018","18,350","18,350","18,350","18,350","","-0,49%"
"17/01/2018","18,440","18,440","18,440","18,440","","-2,43%"
"16/01/2018","18,900","18,900","18,900","18,900","","-4,57%"
"12/01/2018","19,805","19,805","19,805","19,805","","2,51%"
"11/01/2018","19,320","19,320","19,320","19,320","","-0,03%"
"10/01/2018","19,325","19,325","19,325","19,325","","-0,57%"
"09/01/2018","19,435","19,435","19,435","19,435","","2,02%"
"08/01/2018","19,050","19,050","19,050","19,050","","0,71%"
"05/01/2018","18,915","18,915","18,915","18,915","","-1,48%"
"04/01/2018","19,200","19,200","19,200","19,200","","-0,65%"
"03/01/2018","19,325","19,325","19,325","19,325","","0,03%"
"02/01/2018","19,320","19,320","19,320","19,320","","-1,53%"
"29/12/2017","19,620","19,620","19,620","19,620","","-0,43%"
"28/12/2017","19,705","19,705","19,705","19,705","","2,68%"
"27/12/2017","19,190","19,190","19,190","19,190","","-2,42%"
"26/12/2017","19,665","19,665","19,665","19,665","","0,00%"
"22/12/2017","19,665","19,665","19,665","19,665","","-1,67%"
"21/12/2017","20,000","20,000","20,000","20,000","","-1,45%"
"20/12/2017","20,295","20,295","20,295","20,295","","1,73%"
"19/12/2017","19,950","19,950","19,950","19,950","","-2,49%"
"18/12/2017","20,460","20,460","20,460","20,460","","-2,62%"
"15/12/2017","21,010","21,010","21,010","21,010","","-0,07%"
"14/12/2017","21,025","21,025","21,025","21,025","","1,69%"
"13/12/2017","20,675","20,675","20,675","20,675","","-4,86%"
"12/12/2017","21,730","21,730","21,730","21,730","","2,82%"
"11/12/2017","21,135","21,135","21,135","21,135","","1,17%"
"08/12/2017","20,890","20,890","20,890","20,890","","-1,76%"
"07/12/2017","21,265","21,265","21,265","21,265","","0,47%"
"06/12/2017","21,165","21,165","21,165","21,165","","-1,12%"
"05/12/2017","21,405","21,405","21,405","21,405","","0,14%"
"04/12/2017","21,375","21,375","21,375","21,375","","2,81%"
"01/12/2017","20,790","20,790","20,790","20,790","","2,39%"
"30/11/2017","20,305","20,305","20,305","20,305","","-0,22%"
"29/11/2017","20,350","20,350","20,350","20,350","","0,35%"
"28/11/2017","20,280","20,280","20,280","20,280","","-1,93%"
"27/11/2017","20,680","20,680","20,680","20,680","","1,10%"
"24/11/2017","20,455","20,455","20,455","20,455","","3,83%"
"22/11/2017","19,700","19,700","19,700","19,700","","-0,71%"
"21/11/2017","19,840","19,840","19,840","19,840","","1,74%"
"20/11/2017","19,500","19,500","19,500","19,500","","2,90%"
"17/11/2017","18,950","18,950","18,950","18,950","","-1,30%"
"16/11/2017","19,200","19,200","19,200","19,200","","0,97%"
"15/11/2017","19,015","19,015","19,015","19,015","","-1,66%"
"14/11/2017","19,335","19,335","19,335","19,335","","-2,86%"
"13/11/2017","19,905","19,905","19,905","19,905","","0,43%"
"10/11/2017","19,820","19,820","19,820","19,820","","1,56%"
"09/11/2017","19,515","19,515","19,515","19,515","","0,70%"
"08/11/2017","19,380","19,380","19,380","19,380","","0,28%"
"07/11/2017","19,325","19,325","19,325","19,325","","1,66%"
"06/11/2017","19,010","19,010","19,010","19,010","","3,82%"
"03/11/2017","18,310","18,310","18,310","18,310","","-1,45%"
"02/11/2017","18,580","18,580","18,580","18,580","","0,16%"
"01/11/2017","18,550","18,550","18,550","18,550","","1,45%"
"31/10/2017","18,285","18,285","18,285","18,285","","0,97%"
"30/10/2017","18,110","18,110","18,110","18,110","","-0,22%"
"27/10/2017","18,150","18,150","18,150","18,150","","0,44%"
"26/10/2017","18,070","18,070","18,070","18,070","","-0,22%"
